strain	accession	date	country
A/Southland/5/2005	CY014055	2005-08-08	New Zealand
A/Stockholm/12/1992	CY113909	1992-11-01	Sweden
A/Stockholm/13/1992	CY113917	1992-12-01	Sweden
A/Stockholm/20/1993	CY112669	1993-11-03	Sweden
A/Stockholm/4/2010	HQ315822	2010-07-08	Sweden
A/Sydney/DD2_01/2010	CY090869	2010-09-13	Australia
A/Sydney/DD2_02/2010	CY090877	2010-09-04	Australia
A/Tairawhiti/223/2004	CY008212	2004-09-18	New Zealand
A/Tairawhiti/369/2004	CY007307	2004-09-10	New Zealand
A/Taiwan/1452/2007	CY040130	2007-07-03	Taiwan
A/Taiwan/70120/2008	CY040098	2008-01-15	Taiwan
A/Taiwan/72106/2007	CY040122	2007-10-22	Taiwan
A/Taiwan/9/2004	CY040082	2004-01-02	Taiwan
A/TayNguyen/HCM52/2006	CY105878	2006-01-10	Viet Nam
A/TayNguyen/HCM955/2007	CY104678	2007-07-09	Viet Nam
A/TayNguyen/TN152/2003	CY104084	2003-09-18	Viet Nam
A/TayNguyen/TN160/2003	CY105238	2003-09-25	Viet Nam
A/TayNguyen/TN171/2003	CY104100	2003-10-19	Viet Nam
A/TayNguyen/TN186/2003	CY105246	2003-11-18	Viet Nam
A/TayNguyen/TN332/2005	CY105470	2005-06-14	Viet Nam
A/TayNguyen/TN335/2005	CY105358	2005-06-14	Viet Nam
A/TayNguyen/TN340/2005	CY104220	2005-07-15	Viet Nam
A/TayNguyen/TN341/2007	CY105758	2007-06-25	Viet Nam
A/TayNguyen/TN343/2005	CY105366	2005-07-19	Viet Nam
A/TayNguyen/TN346/2005	CY104228	2005-08-01	Viet Nam
A/TayNguyen/TN348/2005	CY105374	2005-08-01	Viet Nam
A/TayNguyen/TN360/2005	CY104236	2005-08-11	Viet Nam
A/TayNguyen/TN362/2005	CY105382	2005-08-18	Viet Nam
A/TayNguyen/TN363/2005	CY105390	2005-08-18	Viet Nam
A/TayNguyen/TN367/2005	CY105398	2005-08-18	Viet Nam
A/TayNguyen/TN367/2007	CY105766	2007-07-04	Viet Nam
A/TayNguyen/TN368/2005	CY105406	2005-08-20	Viet Nam
A/TayNguyen/TN380/2005	CY105414	2005-08-30	Viet Nam
A/TayNguyen/TN381/2005	CY104252	2005-08-30	Viet Nam
A/TayNguyen/TN388/2005	CY105422	2005-09-26	Viet Nam
A/TayNguyen/TN393/2005	CY105430	2005-10-03	Viet Nam
A/TayNguyen/TN403/2005	CY105438	2005-10-10	Viet Nam
A/TayNguyen/TN405/2005	CY105446	2005-10-13	Viet Nam
A/TayNguyen/TN406/2005	CY105454	2005-10-13	Viet Nam
A/TayNguyen/TN410/2005	CY105462	2005-10-17	Viet Nam
A/Tbilisi/GNCDC0485/2012	CY116636	2012-03-26	Georgia
A/Tbilisi/GNCDC0557/2012	CY116638	2012-03-28	Georgia
A/Tbilisi/GNCDC0577/2012	CY116640	2012-04-04	Georgia
A/Tehran/1012/2012	KC865647	2012-01-19	Iran
A/Tehran/1101/2012	KC865655	2012-01-23	Iran
A/Tehran/1154/2012	KC865657	2012-01-26	Iran
A/Tehran/1155/2012	KC865659	2012-01-26	Iran
A/Tehran/1185/2012	KC865661	2012-01-28	Iran
A/Tehran/1219/2012	KC865663	2012-01-28	Iran
A/Tehran/741/2012	KC865615	2012-01-11	Iran
A/Tehran/748/2012	KC865617	2012-01-11	Iran
A/Tehran/817/2012	KC865623	2012-01-16	Iran
A/Tehran/846/2012	KC865625	2012-01-16	Iran
A/Tehran/889/2012	KC865627	2012-01-17	Iran
A/Tehran/895/2012	KC865629	2012-01-17	Iran
A/Tehran/900/2012	KC865631	2012-01-17	Iran
A/Tehran/903/2012	KC865633	2012-01-18	Iran
A/Tehran/904/2012	KC865635	2012-01-18	Iran
A/Tehran/941/2012	KC865639	2012-01-18	Iran
A/Tehran/963/2012	KC865641	2012-01-18	Iran
A/Tehran/996/2012	KC865643	2012-01-19	Iran
A/Tehran/997/2012	KC865645	2012-01-21	Iran
A/Tennessee/01/2008	EU716435	2008-01-16	USA
A/Tennessee/01/2012	KC893096	2012-01-09	USA
A/Tennessee/02/2008	EU779504	2008-02-01	USA
A/Tennessee/03/2010	KC883306	2010-12-27	USA
A/Tennessee/03/2011	KC883371	2011-03-16	USA
A/Tennessee/04/2008	EU885518	2008-03-21	USA
A/Tennessee/06/2012	KC892921	2012-03-15	USA
A/Tennessee/07/2012	KC892739	2012-04-10	USA
A/Tennessee/08/2012	KC892974	2012-04-19	USA
A/Tennessee/11/2007	EU516213	2007-12-21	USA
A/Tennessee/15/2009	KC535352	2009-09-28	USA
A/Tennessee/16/2009	KC535355	2009-09-28	USA
A/Texas/01/2008	EU716465	2008-01-17	USA
A/Texas/02/2008	EU716459	2008-01-03	USA
A/Texas/02/2009	GQ385935	2009-01-26	USA
A/Texas/03/2007	EU199264	2007-01-23	USA
A/Texas/03/2008	EU716471	2008-01-17	USA
A/Texas/03/2009	GQ385862	2009-03-04	USA
A/Texas/03/2011	KC883390	2011-01-12	USA
A/Texas/04/2007	EU199265	2007-01-30	USA
A/Texas/04/2008	EU716449	2008-01-15	USA
A/Texas/04/2010	KC535438	2010-07-21	USA
A/Texas/05/2008	EU779534	2008-03-12	USA
A/Texas/05/2010	KC535495	2010-08-02	USA
A/Texas/05/2011	KC883059	2011-02-08	USA
A/Texas/06/2008	EU852005	2008-03-19	USA
A/Texas/06/2010	KC883265	2010-08-13	USA
A/Texas/06/2011	KC882639	2011-02-05	USA
A/Texas/07/2010	KC882758	2010-10-14	USA
A/Texas/08/2007	EU199344	2007-04-16	USA
A/Texas/10/2007	EU199347	2007-03-08	USA
A/Texas/10/2012	KC893018	2012-01-16	USA
A/Texas/11/2007	EU199375	2007-05-31	USA
A/Texas/12/2007	EU516111	2007-06-09	USA
A/Texas/12/2008	FJ532091	2008-02-18	USA
A/Texas/13/2008	FJ532093	2008-08-25	USA
A/Texas/14/2011	KC893002	2011-12-16	USA
A/Texas/16/2010	KC883273	2010-08-24	USA
A/Texas/18/2009	GQ385918	2009-03-18	USA
A/Texas/19/2008	FJ532070	2008-08-05	USA
A/Texas/20/2012	KC893171	2012-02-06	USA
A/Texas/21/2010	KC882742	2010-12-28	USA
A/Texas/23/2010	KC882459	2010-12-07	USA
A/Texas/24/2010	KC882479	2010-12-31	USA
A/Texas/28/2012	KC892632	2012-03-02	USA
A/Texas/34/2007	EU516048	2007-10-16	USA
A/Texas/36/2007	EU516072	2007-09-19	USA
A/Texas/37/2007	EU516205	2007-10-13	USA
A/Texas/39/2008	GQ369906	2008-12-26	USA
A/Texas/40/2009	GQ895022	2009-02-24	USA
A/Texas/50/2012	KC892952	2012-04-15	USA
A/Texas/63/2007	EU516064	2007-11-06	USA
A/Texas/64/2007	EU516066	2007-11-05	USA
A/Texas/65/2007	EU516071	2007-11-05	USA
A/Texas/66/2007	EU516062	2007-11-11	USA
A/Texas/67/2007	EU516070	2007-11-05	USA
A/Texas/68/2007	EU516065	2007-11-14	USA
A/Texas/71/2007	EU516075	2007-12-02	USA
A/Texas/72/2007	EU516076	2007-12-05	USA
A/Texas/83/2007	EU516204	2007-12-09	USA
A/Texas/91/2007	EU516209	2007-12-10	USA
A/Texas/95/2007	EU516218	2007-12-11	USA
A/Texas/AF01/2007	CY044333	2008-01-07	USA
A/Texas/NHRC0001/2002	CY091101	2002-01-22	USA
A/Texas/NHRC0001/2003	CY090957	2003-11-20	USA
A/Texas/NHRC0001/2005	CY091133	2005-02-16	USA
A/Texas/NHRC0001/2006	CY091037	2006-02-13	USA
A/Texas/NHRC0001/2011	CY091557	2011-01-25	USA
A/Texas/NHRC0002/2005	CY091021	2005-12-19	USA
A/Texas/NHRC0002/2006	CY091069	2006-04-04	USA
A/Texas/UR06_0356/2007	CY026555	2007-02-20	USA
A/Texas/UR06_0358/2007	CY027563	2007-02-20	USA
A/Texas/UR06_0418/2007	CY025851	2007-02-26	USA
A/Texas/UR06_0480/2007	CY025747	2007-03-02	USA
A/Texas/UR06_0566/2007	CY026275	2007-03-09	USA
A/Texas/UR06_0603/2007	CY028475	2007-03-14	USA
A/Texas/WRAIR1239P/2009	CY093248	2009-02-01	USA
A/Texas/WRAIR1558P/2009	CY093343	2009-02-01	USA
A/Thailand/CU_B106/2009	GQ983548	2009-06-22	Thailand
A/Thailand/CU_B110/2009	GQ902809	2009-06-23	Thailand
A/Thailand/CU_B1672/2009	GU271974	2009-10-30	Thailand
A/Thailand/CU_B1697/2009	GU271982	2009-11-10	Thailand
A/Thailand/CU_B4/2009	GQ902793	2009-06-13	Thailand
A/Thailand/CU_B590/2009	GQ902817	2009-07-11	Thailand
A/Thailand/CU_B657/2009	GQ902825	2009-07-11	Thailand
A/Thailand/CU_H1071/2009	CY074942	2009-12-10	Thailand
A/Thailand/CU_H1285/2010	CY074950	2010-01-21	Thailand
A/Thailand/CU_H1443/2010	CY074958	2010-02-04	Thailand
A/Thailand/CU_H16/2009	GU271990	2009-06-17	Thailand
A/Thailand/CU_H1817/2010	CY074966	2010-03-25	Thailand
A/Thailand/Siriraj_02/2003	JN617979	2003-07-22	Thailand
A/Thailand/Siriraj_03/2004	JN617981	2004-02-06	Thailand
A/Thailand/Siriraj_06/2002	JN617982	2002-06-24	Thailand
A/Tocantins/4641/2011	JX679214	2011-10-19	Brazil
A/Tyumen/03/2012	KC135512	2012-01-30	Russia
A/Umea/1982/1992	CY113933	1992-10-01	Sweden
A/Umea/2000/1992	CY113941	1992-11-01	Sweden
A/Uruguay/716/2007	EU716428	2007-06-21	Uruguay
A/Utah/01/2011	KC882744	2011-01-18	USA
A/Utah/04/2010	KC882659	2010-09-12	USA
A/Utah/04/2012	KC892995	2012-01-01	USA
A/Utah/07/2012	KC893134	2012-01-30	USA
A/Utah/09/2011	KC882984	2011-02-12	USA
A/Utah/11/2011	KC883017	2011-03-10	USA
A/Utah/12/2010	KC883281	2010-12-04	USA
A/Utah/12/2012	KC892915	2012-04-01	USA
A/Utah/14/2011	KC892413	2011-11-28	USA
A/Vermont/01/2007	EU199363	2007-02-01	USA
A/Vermont/01/2011	KC883323	2011-01-10	USA
A/Vermont/01/2012	KC892809	2012-01-16	USA
A/Vermont/02/2008	EU885526	2008-02-01	USA
A/Vermont/02/2009	GQ385920	2009-02-13	USA
A/Vermont/03/2010	KC882856	2010-12-22	USA
A/Vermont/03/2011	KC882918	2011-01-27	USA
A/Vermont/04/2012	KC892288	2012-02-02	USA
A/Vermont/05/2007	EU199365	2007-04-11	USA
A/Vermont/05/2011	KC882876	2011-01-02	USA
A/Vermont/06/2011	KC882879	2011-01-05	USA
A/Vermont/06/2012	KC892495	2012-03-03	USA
A/Vermont/07/2012	KC892485	2012-03-16	USA
A/Vermont/08/2011	KC882946	2011-02-07	USA
A/Vermont/10/2011	KC882962	2011-02-12	USA
A/Vermont/11/2011	KC883165	2011-04-12	USA
A/Vermont/13/2011	KC883429	2011-05-03	USA
A/Vermont/14/2011	KC883110	2011-03-06	USA
A/Vermont/15/2011	KC892702	2011-12-26	USA
A/Vermont/21/2009	KC535375	2009-08-22	USA
A/Vermont/22/2009	KC535387	2009-09-30	USA
A/Vermont/UR06_0329/2007	CY033457	2007-02-16	USA
A/Vermont/UR06_0448/2007	CY025541	2007-02-26	USA
A/Vermont/UR06_0469/2007	CY027195	2007-03-01	USA
A/Vermont/UR06_0470/2007	CY025875	2007-02-27	USA
A/Vermont/UR06_0471/2007	CY025603	2007-02-28	USA
A/Vermont/UR06_0484/2007	CY025501	2007-03-02	USA
A/Vermont/UR06_0486/2007	CY025883	2007-03-01	USA
A/Vermont/UR06_0512/2007	CY034406	2007-03-05	USA
A/Victoria/104/1993	CY112677	1993-09-03	Australia
A/Victoria/502/2009	FJ966245	2009-01-25	Australia
A/Victoria/75/1995	CY112813	1995-07-27	Australia
A/Vienna/25/2007	JF340081	2007-01-01	Austria
A/Vienna/28/2006	JF340085	2006-04-01	Austria
A/Virginia/01/2007	EU199284	2007-03-14	USA
A/Virginia/01/2008	EU716492	2008-02-05	USA
A/Virginia/01/2012	KC892806	2012-01-17	USA
A/Virginia/02/2007	EU199285	2007-03-05	USA
A/Virginia/02/2008	EU779522	2008-02-01	USA
A/Virginia/02/2009	GQ385904	2009-01-05	USA
A/Virginia/03/2010	KC535433	2010-04-02	USA
A/Virginia/03/2011	KC882950	2011-01-11	USA
A/Virginia/03/2012	KC893001	2012-01-23	USA
A/Virginia/04/2007	EU516219	2007-12-13	USA
A/Virginia/04/2012	KC893169	2012-02-01	USA
A/Virginia/05/2010	KC883327	2010-12-27	USA
A/Virginia/05/2011	KC883114	2011-02-02	USA
A/Virginia/05/2012	KC892192	2012-02-17	USA
A/Virginia/06/2011	KC883420	2011-03-02	USA
A/Virginia/08/2012	KC892895	2012-03-04	USA
A/Virginia/09/2012	KC892150	2012-04-01	USA
A/Virginia/10/2012	KC893057	2012-04-04	USA
A/Virginia/UR06_0021/2007	CY026307	2007-01-08	USA
A/Virginia/UR06_0489/2007	CY028740	2007-03-01	USA
A/Virginia/UR06_0580/2007	CY027867	2007-03-12	USA
A/Virginia/UR06_0605/2007	CY030205	2007-03-13	USA
A/Vladivostok/10/2011	JQ988045	2011-11-01	Russia
A/Vladivostok/11/2010	JQ746702	2010-11-01	Russia
A/Vladivostok/99/2012	CY110776	2012-01-23	Russia
A/Voroneg/RII03/2012	KC488817	2012-03-16	Russia
A/Waikato/1/2000	CY011592	2000-08-09	New Zealand
A/Waikato/1/2001	CY011968	2001-04-25	New Zealand
A/Waikato/1/2003	CY011712	2003-05-20	New Zealand
A/Waikato/1/2004	CY016212	2004-08-12	New Zealand
A/Waikato/10/2005	CY015636	2005-08-26	New Zealand
A/Waikato/102/2003	CY012088	2003-07-08	New Zealand
A/Waikato/105/2001	CY012320	2001-09-13	New Zealand
A/Waikato/108/2003	CY013437	2003-07-07	New Zealand
A/Waikato/115/2003	CY012368	2003-07-06	New Zealand
A/Waikato/12/2004	CY013461	2004-09-01	New Zealand
A/Waikato/12/2005	CY014135	2005-09-13	New Zealand
A/Waikato/120/2003	CY011768	2003-07-08	New Zealand
A/Waikato/122/2003	CY012384	2003-06-25	New Zealand
A/Waikato/129/2003	CY012392	2003-07-11	New Zealand
A/Waikato/133/2003	CY012400	2003-07-08	New Zealand
A/Waikato/139/2003	CY012408	2003-07-24	New Zealand
A/Waikato/147/2003	CY012416	2003-07-28	New Zealand
A/Waikato/148/2003	CY012424	2003-07-25	New Zealand
A/Waikato/15/2000	CY013383	2000-09-21	New Zealand
A/Waikato/15/2003	CY013429	2003-06-16	New Zealand
A/Waikato/15/2005	CY015628	2005-08-11	New Zealand
A/Waikato/150/2003	CY012096	2003-08-07	New Zealand
A/Waikato/154/2003	CY012072	2003-06-21	New Zealand
A/Waikato/156/2003	CY012352	2003-06-22	New Zealand
A/Waikato/16/2000	CY013389	2000-09-27	New Zealand
A/Waikato/16/2004	CY015564	2004-09-09	New Zealand
A/Waikato/16/2005	CY014079	2005-08-09	New Zealand
A/Waikato/17/2000	CY013397	2000-09-22	New Zealand
A/Waikato/18/2005	CY016467	2005-08-09	New Zealand
A/Waikato/2/2002	CY011976	2002-01-31	New Zealand
A/Waikato/2/2005	CY015588	2005-01-26	New Zealand
A/Waikato/20/2000	CY013064	2000-10-09	New Zealand
A/Waikato/21/2002	CY011648	2002-07-01	New Zealand
A/Waikato/21/2003	CY013112	2003-06-21	New Zealand
A/Waikato/21/2004	CY012704	2004-09-05	New Zealand
A/Waikato/22/2004	CY013501	2004-09-07	New Zealand
A/Waikato/23/2002	CY015556	2002-07-03	New Zealand
A/Waikato/25/2002	CY013088	2002-07-18	New Zealand
A/Waikato/26/2004	CY013509	2004-09-16	New Zealand
A/Waikato/29/2002	CY012024	2002-07-12	New Zealand
A/Waikato/29/2003	CY012360	2003-06-23	New Zealand
A/Waikato/3/2003	CY011728	2003-06-11	New Zealand
A/Waikato/3/2004	CY013919	2004-09-03	New Zealand
A/Waikato/3/2005	CY015596	2005-04-13	New Zealand
A/Waikato/31/2002	CY013413	2002-07-26	New Zealand
A/Waikato/31/2004	CY020893	2004-09-03	New Zealand
A/Waikato/35/2004	CY013525	2004-09-20	New Zealand
A/Waikato/36/2002	CY013096	2002-07-23	New Zealand
A/Waikato/4/2000	CY012624	2000-08-28	New Zealand
A/Waikato/40/2004	CY012720	2004-09-21	New Zealand
A/Waikato/43/2004	CY013533	2004-09-21	New Zealand
A/Waikato/45/2004	CY013541	2004-09-23	New Zealand
A/Waikato/46/2003	CY013120	2003-06-24	New Zealand
A/Waikato/5/2000	CY011960	2000-08-30	New Zealand
A/Waikato/5/2001	CY013072	2001-05-15	New Zealand
A/Waikato/5/2002	CY011624	2002-04-12	New Zealand
A/Waikato/51/2002	CY012056	2002-08-12	New Zealand
A/Waikato/51/2004	CY013935	2004-09-28	New Zealand
A/Waikato/52/2002	CY012048	2002-08-12	New Zealand
A/Waikato/53/2003	CY013128	2003-07-02	New Zealand
A/Waikato/54/2003	CY013136	2003-07-03	New Zealand
A/Waikato/56/2004	CY013943	2004-09-29	New Zealand
A/Waikato/58/2002	CY011664	2002-08-23	New Zealand
A/Waikato/6/2000	CY013048	2000-09-08	New Zealand
A/Waikato/6/2005	CY021965	2005-08-12	New Zealand
A/Waikato/61/2003	CY011752	2003-06-30	New Zealand
A/Waikato/64/2004	CY013951	2004-10-05	New Zealand
A/Waikato/68/2004	CY013959	2004-10-02	New Zealand
A/Waikato/69/2004	CY013967	2004-10-08	New Zealand
A/Waikato/7/2000	CY012632	2000-09-08	New Zealand
A/Waikato/7/2005	CY014071	2005-08-10	New Zealand
A/Waikato/70/2004	CY016451	2004-10-07	New Zealand
A/Waikato/71/2004	CY013975	2004-10-14	New Zealand
A/Waikato/72/2004	CY013991	2004-10-19	New Zealand
A/Waikato/73/2004	CY013999	2004-10-15	New Zealand
A/Waikato/75/2003	CY011760	2003-07-02	New Zealand
A/Waikato/8/2000	CY016204	2000-09-18	New Zealand
A/Waikato/8/2005	CY014063	2005-08-09	New Zealand
A/Waikato/9/2000	CY013056	2000-09-19	New Zealand
A/Waikato/9/2005	CY014111	2005-08-15	New Zealand
A/Waikato/91/2003	CY012080	2003-06-28	New Zealand
A/Waikato/94/2003	CY013144	2003-06-27	New Zealand
A/Washington/01/2007	EU100698	2007-01-10	USA
A/Washington/02/2010	KC882736	2010-12-10	USA
A/Washington/03/2008	EU885514	2008-03-03	USA
A/Washington/04/2008	EU885522	2008-03-13	USA
A/Washington/04/2010	KC882775	2010-12-02	USA
A/Washington/05/2009	GQ385876	2009-03-03	USA
A/Washington/06/2009	GQ385923	2009-03-30	USA
A/Washington/06/2011	KC883394	2011-02-02	USA
A/Washington/09/2008	FJ686933	2008-12-08	USA
A/Washington/10/2011	KC883407	2011-03-08	USA
A/Washington/10/2012	KC892352	2012-01-26	USA
A/Washington/11/2012	KC892355	2012-02-02	USA
A/Washington/12/2011	KC883099	2011-04-06	USA
A/Washington/13/2012	KC892388	2012-02-29	USA
A/Washington/14/2007	EU199367	2007-01-26	USA
A/Washington/15/2009	GQ385832	2009-04-06	USA
A/Washington/16/2009	GQ385926	2009-03-16	USA
A/Washington/16/2012	KC892444	2012-03-02	USA
A/Washington/17/2012	KC892504	2012-02-25	USA
A/Washington/18/2011	KC892618	2011-12-13	USA
A/Washington/19/2009	GQ895010	2009-03-09	USA
A/Washington/20/2007	EU199370	2007-03-04	USA
A/Washington/20/2012	KC892885	2012-03-08	USA
A/Washington/21/2012	KC892882	2012-03-13	USA
A/Washington/23/2012	KC892675	2012-04-15	USA
A/Washington/2997/2012	CY120882	2012-03-24	USA
A/Washington/2998/2012	CY120883	2012-03-25	USA
A/Washington/36/2007	EU516214	2007-12-12	USA
A/Washington/42/2007	EU885540	2007-12-12	USA
A/Washington/55/2009	KC535342	2009-05-01	USA
A/Washington/UR06_0225/2007	CY026603	2007-02-08	USA
A/Washington/UR06_0252/2007	CY026771	2007-02-12	USA
A/Washington/WRAIR1057P/2009	CY069349	2009-02-09	USA
A/Wellington/1/2004	CY012104	2004-01-26	New Zealand
A/Wellington/1/2005	CY014023	2005-07-09	New Zealand
A/Wellington/10/2003	CY011720	2003-05-30	New Zealand
A/Wellington/14/2004	CY012672	2004-08-31	New Zealand
A/Wellington/18/2004	CY013469	2004-09-06	New Zealand
A/Wellington/2/2005	CY014031	2005-07-11	New Zealand
A/Wellington/21/2000	CY019989	2000-09-19	New Zealand
A/Wellington/22/2001	CY011616	2001-07-09	New Zealand
A/Wellington/22/2004	CY012688	2004-09-12	New Zealand
A/Wellington/23/2004	CY013453	2004-08-23	New Zealand
A/Wellington/25/2003	CY011736	2003-06-18	New Zealand
A/Wellington/27/2004	CY013477	2004-09-11	New Zealand
A/Wellington/28/2003	CY011744	2003-06-24	New Zealand
A/Wellington/3/2005	CY014047	2005-07-13	New Zealand
A/Wellington/30/2000	CY013903	2000-11-25	New Zealand
A/Wellington/31/2004	CY012696	2004-09-14	New Zealand
A/Wellington/34/2001	CY012312	2001-08-28	New Zealand
A/Wellington/34/2003	CY012064	2003-06-30	New Zealand
A/Wellington/34/2004	CY015572	2004-09-19	New Zealand
A/Wellington/35/2004	CY013152	2004-09-21	New Zealand
A/Wellington/38/2002	CY011632	2002-06-17	New Zealand
A/Wellington/38/2004	CY013493	2004-09-20	New Zealand
A/Wellington/4/2003	CY011704	2003-05-22	New Zealand
A/Wellington/4/2004	CY013911	2004-08-18	New Zealand
A/Wellington/4/2005	CY015604	2005-07-12	New Zealand
A/Wellington/44/2004	CY013485	2004-09-21	New Zealand
A/Wellington/45/2004	CY013160	2004-09-21	New Zealand
A/Wellington/47/2003	CY012656	2003-07-07	New Zealand
A/Wellington/49/2003	CY012664	2003-07-08	New Zealand
A/Wellington/5/2005	CY015612	2005-07-26	New Zealand
A/Wellington/52/2004	CY012712	2004-09-23	New Zealand
A/Wellington/53/2003	CY012376	2003-07-16	New Zealand
A/Wellington/55/2004	CY020341	2004-09-27	New Zealand
A/Wellington/58/2004	CY013517	2004-09-27	New Zealand
A/Wellington/59/2004	CY013927	2004-09-28	New Zealand
A/Wellington/6/2002	CY011984	2002-02-10	New Zealand
A/Wellington/6/2004	CY012112	2004-08-18	New Zealand
A/Wellington/6/2005	CY015620	2005-08-14	New Zealand
A/Wellington/61/2004	CY016443	2004-10-07	New Zealand
A/Wellington/62/2004	CY013549	2004-10-05	New Zealand
A/Wellington/64/2004	CY013983	2004-10-19	New Zealand
A/Wellington/66/2002	CY011640	2002-07-03	New Zealand
A/Wellington/7/2002	CY012328	2002-06-11	New Zealand
A/Wellington/7/2005	CY016475	2005-08-23	New Zealand
A/Wellington/71/2002	CY012016	2002-07-15	New Zealand
A/Wellington/79/2002	CY012040	2002-08-20	New Zealand
A/Wellington/8/2004	CY012680	2004-09-01	New Zealand
A/Wellington/8/2005	CY014095	2005-08-23	New Zealand
A/Wellington/80/2002	CY012032	2002-08-20	New Zealand
A/Wellington/86/2002	CY011688	2002-09-13	New Zealand
A/Wellington/9/2000	CY011020	2000-08-22	New Zealand
A/Wellington/9/2003	CY012648	2003-05-30	New Zealand
A/Wellington/9/2005	CY014103	2005-08-23	New Zealand
A/West_Coast/28/2001	CY009564	2001-07-04	New Zealand
A/West_Coast/32/2001	CY009404	2001-07-03	New Zealand
A/West_Virginia/03/2011	KC882548	2011-01-02	USA
A/West_Virginia/03/2012	KC892326	2012-02-05	USA
A/West_Virginia/04/2011	KC882551	2011-01-08	USA
A/West_Virginia/05/2011	KC883135	2011-03-29	USA
A/Western_Australia/1/2000	CY017323	2000-09-12	Australia
A/Western_Australia/10/2000	CY016491	2000-10-19	Australia
A/Western_Australia/11/2000	CY015668	2000-10-14	Australia
A/Western_Australia/12/2000	CY016499	2000-10-11	Australia
A/Western_Australia/13/2001	CY015676	2001-07-11	Australia
A/Western_Australia/14/2001	CY015684	2001-09-26	Australia
A/Western_Australia/15/2001	CY013216	2001-09-25	Australia
A/Western_Australia/16/2001	CY015692	2001-09-25	Australia
A/Western_Australia/17/2001	CY015700	2001-10-02	Australia
A/Western_Australia/2/2000	CY015644	2000-09-20	Australia
A/Western_Australia/23/2002	CY013224	2002-06-25	Australia
A/Western_Australia/24/2002	CY017355	2002-06-25	Australia
A/Western_Australia/25/2002	CY015708	2002-07-10	Australia
A/Western_Australia/26/2002	CY015716	2002-07-08	Australia
A/Western_Australia/27/2002	CY017083	2002-07-21	Australia
A/Western_Australia/28/2002	CY015724	2002-08-06	Australia
A/Western_Australia/29/2002	CY015732	2002-08-21	Australia
A/Western_Australia/3/2000	CY015652	2000-09-12	Australia
A/Western_Australia/30/2002	CY015740	2002-08-19	Australia
A/Western_Australia/31/2002	CY015748	2002-08-26	Australia
A/Western_Australia/32/2002	CY017091	2002-08-26	Australia
A/Western_Australia/33/2002	CY016220	2002-08-26	Australia
A/Western_Australia/34/2002	CY019931	2002-08-28	Australia
A/Western_Australia/35/2002	CY015756	2002-09-29	Australia
A/Western_Australia/36/2002	CY015764	2002-10-15	Australia
A/Western_Australia/37/2003	CY015772	2003-09-09	Australia
A/Western_Australia/38/2003	CY015780	2003-09-08	Australia
A/Western_Australia/39/2003	CY015788	2003-09-24	Australia
A/Western_Australia/4/2000	CY022253	2000-09-20	Australia
A/Western_Australia/40/2003	CY015796	2003-09-17	Australia
A/Western_Australia/41/2003	CY015804	2003-09-23	Australia
A/Western_Australia/42/2003	CY015812	2003-09-17	Australia
A/Western_Australia/43/2003	CY015820	2003-09-12	Australia
A/Western_Australia/44/2003	CY015828	2003-10-22	Australia
A/Western_Australia/45/2003	CY015836	2003-09-09	Australia
A/Western_Australia/46/2003	CY015844	2003-09-10	Australia
A/Western_Australia/47/2003	CY015852	2003-10-03	Australia
A/Western_Australia/48/2003	CY015860	2003-10-06	Australia
A/Western_Australia/49/2003	CY017797	2003-09-15	Australia
A/Western_Australia/5/2000	CY017331	2000-09-25	Australia
A/Western_Australia/50/2003	CY015868	2003-09-17	Australia
A/Western_Australia/51/2004	CY015876	2004-09-21	Australia
A/Western_Australia/52/2004	CY015884	2004-09-21	Australia
