strain	virus	accession	date	region	country	division	location	passage	age	gender	originating_lab	submitting_lab
A/Santiago/51994/2019	flu	EPI1587673	2019-06-10	south_america	chile	santiago	santiago	cell	27y	female	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention
A/Lao/F1580/2019	flu	EPI1589354	2019-06-10	southeast_asia	laos	laos	laos	cell	9y	female	National Center For Laboratory And Epidemiology	National Institute Of Infectious Diseases (niid)
A/SouthAfrica/R06867/2019	flu	EPI1582737	2019-06-10	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Darwin/494/2019	flu	EPI1583421	2019-06-10	oceania	australia	northern_territory	darwin	cell	5y	male	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Peru/9519/2019	flu	EPI1602190	2019-06-10	south_america	peru	peru	peru	unpassaged	8y	male	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention
A/Lao/F1579/2019	flu	EPI1589352	2019-06-10	southeast_asia	laos	laos	laos	cell	2y	female	National Center For Laboratory And Epidemiology	National Institute Of Infectious Diseases (niid)
A/SaoMiguelArcanjo/856758-IAL/2019	flu	EPI1597156	2019-06-11	south_america	brazil	sao_paulo	sao_miguel_arcanjo	unpassaged	45y	male	Instituto Adolfo Lutz	Centers For Disease Control And Prevention
A/Santiago/53729/2019	flu	EPI1574694	2019-06-11	south_america	chile	santiago	santiago	unpassaged	88y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Argentina/14228/2019	flu	EPI1586278	2019-06-11	south_america	argentina	argentina	argentina	cell	4y	male	Cemic University Hospital	Centers For Disease Control And Prevention
A/Canberra/224/2019	flu	EPI1583944	2019-06-11	oceania	australia	canberra	canberra	cell	85y	female	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Bangladesh/3190609002/2019	flu	EPI1586573	2019-06-11	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	?	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Canberra/225/2019	flu	EPI1590848	2019-06-12	oceania	australia	canberra	canberra	cell	42y	female	Canberra Hospital	WHO Collaborating Centre for Reference and Research on Influenza
A/Santiago/54567/2019	flu	EPI1574701	2019-06-12	south_america	chile	santiago	santiago	unpassaged	34y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Canberra/226/2019	flu	EPI1590845	2019-06-12	oceania	australia	canberra	canberra	cell	42y	female	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Cardiff/9746/2019	flu	EPI1584107	2019-06-12	europe	united_kingdom	wales	cardiff	unpassaged	28y	female	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
A/Bangladesh/3190610011/2019	flu	EPI1587354	2019-06-13	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	3y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Uruguay/235/2019	flu	EPI1557778	2019-06-13	south_america	uruguay	uruguay	uruguay	unpassaged	68y	male	Departamento De Laboratorio De Salud Pública (dlsp)	Centers For Disease Control And Prevention
A/Bangladesh/7190614003/2019	flu	EPI1587314	2019-06-13	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	28y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Darwin/507/2019	flu	EPI1591026	2019-06-13	oceania	australia	northern_territory	darwin	cell	49y	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Sydney/134/2019	flu	EPI1583947	2019-06-13	oceania	australia	new_south_wales	sydney	cell	79y	male	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza
A/Ontario/RV2239/2019	flu	EPI1493332	2019-06-13	north_america	canada	ontario	ontario	undetermined	87y	female	Ontario Agency For Health Protection And Promotion (oahpp)	Public Health Agency Of Canada (phac)
A/Argentina/14223/2019	flu	EPI1587080	2019-06-14	south_america	argentina	argentina	argentina	cell	?	female	Cemic University Hospital	Centers For Disease Control And Prevention
A/Sydney/870/2019	flu	EPI1584548	2019-06-14	oceania	australia	new_south_wales	sydney	cell	11y	male	Childrens Hospital Westmead	Who Collaborating Centre For Reference And Research On Influenza
A/Netherlands/1387/2019	flu	EPI1520177	2019-06-15	europe	netherlands	netherlands	netherlands	unpassaged	75y	male	Erasmus Medical Center	Erasmus Medical Center
A/Santiago/60419/2019	flu	EPI1574709	2019-06-15	south_america	chile	santiago	santiago	unpassaged	92y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Bangladesh/3190608009/2019	flu	EPI1586216	2019-06-15	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	?	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Iceland/12621/2019	flu	EPI1574973	2019-06-15	europe	iceland	iceland	iceland	cell	?	female	Landspitali   University Hospital 	Crick Worldwide Influenza Centre
A/Guangdong-Rongcheng/8125/2019	flu	EPI1542537	2019-06-17	china	china	guangdong	guangdong	cell	65y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Guangdong-Maonan/1538/2019	flu	EPI1542525	2019-06-17	china	china	guangdong	guangdong	cell	7y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Tokyo/19121/2019	flu	EPI1566708	2019-06-17	japan_korea	japan	tokyo	tokyo	cell	48y	female	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)
A/HongKong/2671/2019	flu	EPI1592035	2019-06-17	china	hong_kong	hong_kong	hong_kong	cell	78y	female	Government Virus Unit	Centers For Disease Control And Prevention
A/HongKong/2672/2019	flu	EPI1543100	2019-06-17	china	hong_kong	hong_kong	hong_kong	cell	72y	male	Government Virus Unit	Crick Worldwide Influenza Centre
A/Kirov/CRIE/416/2019	flu	EPI1493861	2019-06-17	west_asia	russia	kirov	kirov	undetermined	2y	male	Center Of Hygiene And Epidemiology In Kirov Oblast	Central Research Institute Of Epidemiology
A/HongKong/2670/2019	flu	EPI1543096	2019-06-17	china	hong_kong	hong_kong	hong_kong	cell	89y	male	Government Virus Unit	Crick Worldwide Influenza Centre
A/SaoPaulo/1198850-IAL/2019	flu	EPI1597055	2019-06-17	south_america	brazil	brazil	brazil	unpassaged	8y	male	Instituto Adolfo Lutz	Centers For Disease Control And Prevention
A/Bangladesh/1190612020/2019	flu	EPI1587206	2019-06-17	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	60y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/HongKong/2675/2019	flu	EPI1543106	2019-06-18	china	hong_kong	hong_kong	hong_kong	cell	4y	female	Government Virus Unit	Crick Worldwide Influenza Centre
A/HongKong/2669/2019	flu	EPI1543094	2019-06-18	china	hong_kong	hong_kong	hong_kong	cell	71y	female	Government Virus Unit	Crick Worldwide Influenza Centre
A/HongKong/2679/2019	flu	EPI1543112	2019-06-18	china	hong_kong	hong_kong	hong_kong	cell	25y	female	Government Virus Unit	Crick Worldwide Influenza Centre
A/Argentina/1316/2019	flu	EPI1586040	2019-06-18	south_america	argentina	argentina	argentina	unpassaged	67y	?	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/HongKong/2673/2019	flu	EPI1543102	2019-06-18	china	hong_kong	hong_kong	hong_kong	cell	6y	female	Government Virus Unit	Crick Worldwide Influenza Centre
A/Bangladesh/37/2019	flu	EPI1591688	2019-06-19	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	14y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/HongKong/2676/2019	flu	EPI1592013	2019-06-19	china	hong_kong	hong_kong	hong_kong	cell	85y	female	Government Virus Unit	Centers For Disease Control And Prevention
A/Guangxi-Gangbei/1609/2019	flu	EPI1589805	2019-06-19	china	china	guangxi	guangxi	cell	2y	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Bangladesh/3190611013/2019	flu	EPI1591727	2019-06-20	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	1y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Bangladesh/1190603036/2019	flu	EPI1587243	2019-06-20	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	40y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/HubeiWujiagang/1511/2019	flu	EPI1589889	2019-06-20	china	china	hubei	wujiagang	cell	17y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Togo/717/2019	flu	EPI1603679	2019-06-21	africa	togo	togo	togo	unpassaged	?	female	Institute National D'Hygiene	Centers for Disease Control and Prevention
A/Argentina/840/2019	flu	EPI1586120	2019-06-21	south_america	argentina	argentina	argentina	unpassaged	?	female	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/CostaRica/7141/2019	flu	EPI1586873	2019-06-22	north_america	costa_rica	costa_rica	costa_rica	unpassaged	?	female	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention
A/Bangladesh/1190611020/2019	flu	EPI1591770	2019-06-22	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	55y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Tokyo/19139/2019	flu	EPI1596914	2019-06-22	japan_korea	japan	tokyo	tokyo	cell	14y	female	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)
A/Bangladesh/1190613033/2019	flu	EPI1593350	2019-06-22	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	17y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Netherlands/1439/2019	flu	EPI1607824	2019-06-23	europe	netherlands	netherlands	netherlands	unpassaged	76y	male	Erasmus Medical Center	Erasmus Medical Center
A/Sydney/149/2019	flu	EPI1591023	2019-06-23	oceania	australia	new_south_wales	sydney	cell	3y	male	?	?
A/Santiago/61061/2019	flu	EPI1574716	2019-06-23	south_america	chile	santiago	santiago	unpassaged	87y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Bangladesh/1190603047/2019	flu	EPI1587267	2019-06-23	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	60y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Bangladesh/4012/2019	flu	EPI1591833	2019-06-24	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	?	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Bangladesh/3190608016/2019	flu	EPI1593295	2019-06-24	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	?	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Ohio/21/2019	flu	EPI1497326	2019-06-24	north_america	usa	ohio	ohio	unpassaged	58y	female	Ohio Department of Health Laboratories	Centers for Disease Control and Prevention
A/Bangladesh/4028/2019	flu	EPI1591841	2019-06-24	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	50y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Argentina/930/2019	flu	EPI1586072	2019-06-24	south_america	argentina	argentina	argentina	unpassaged	?	male	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/Oman/4262/2019	flu	EPI1583922	2019-06-25	west_asia	oman	oman	oman	undetermined	?	male	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre
A/Argentina/934/2019	flu	EPI1586056	2019-06-25	south_america	argentina	argentina	argentina	unpassaged	?	male	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/Bangladesh/1026/2019	flu	EPI1591857	2019-06-25	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	80y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Nakhonphanom/498/2019	flu	EPI1573862	2019-06-25	southeast_asia	thailand	nakhon_phanom	nakhon_phanom	unpassaged	5y	male	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention
A/Argentina/820/2019	flu	EPI1586104	2019-06-25	south_america	argentina	argentina	argentina	unpassaged	1y	male	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/Guangdong-Yuexiu/11016/2019	flu	EPI1589865	2019-06-25	china	china	guangdong	guangdong	cell	35y	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Argentina/911/2019	flu	EPI1586080	2019-06-25	south_america	argentina	argentina	argentina	unpassaged	90y	female	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/Florida/79/2019	flu	EPI1508158	2019-06-26	north_america	usa	florida	florida	unpassaged	47y	female	Florida Department Of Health Tampa	Centers For Disease Control And Prevention
A/CostaRica/7314/2019	flu	EPI1586881	2019-06-26	north_america	costa_rica	costa_rica	costa_rica	unpassaged	29y	female	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention
A/Lebanon/471/2019	flu	EPI1604640	2019-06-28	west_asia	lebanon	lebanon	lebanon	undetermined	47y	male	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Crick Worldwide Influenza Centre
A/Santiago/61205/2019	flu	EPI1574724	2019-06-28	south_america	chile	santiago	santiago	unpassaged	27y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Ontario/RV2380/2019	flu	EPI1526492	2019-06-28	north_america	canada	ontario	ontario	undetermined	30y	male	Ontario Agency For Health Protection And Promotion (oahpp)	Public Health Agency Of Canada (phac)
A/Argentina/1468/2019	flu	EPI1586762	2019-06-28	south_america	argentina	argentina	argentina	unpassaged	1y	male	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/RioClaro/1209788-IAL/2019	flu	EPI1597111	2019-06-30	south_america	brazil	sao_paulo	rio_claro	unpassaged	92y	male	Instituto Adolfo Lutz	Centers For Disease Control And Prevention
A/Wisconsin/555/2019	flu	EPI1508166	2019-06-30	north_america	usa	wisconsin	wisconsin	unpassaged	21y	female	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention
A/Santiago/61209/2019	flu	EPI1574747	2019-06-30	south_america	chile	santiago	santiago	unpassaged	82y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Lao/F1789/2019	flu	EPI1589362	2019-07-01	southeast_asia	laos	laos	laos	cell	54y	male	National Center For Laboratory And Epidemiology	National Institute Of Infectious Diseases (niid)
A/Lao/1789/2019	flu	EPI1591923	2019-07-01	southeast_asia	laos	laos	laos	unpassaged	54y	male	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention
A/Perth/1113/2019	flu	EPI1597831	2019-07-01	oceania	australia	western_australia	perth	cell	6y	male	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Togo/827/2019	flu	EPI1606305	2019-07-01	africa	togo	togo	togo	unpassaged	2y	male	Institute National D'hygiene	Centers For Disease Control And Prevention
A/Argentina/1439/2019	flu	EPI1586785	2019-07-01	south_america	argentina	argentina	argentina	unpassaged	29y	female	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/Guangdong-Maonan/1589/2019	flu	EPI1589874	2019-07-02	china	china	guangdong	guangdong	cell	3y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Argentina/1364/2019	flu	EPI1586048	2019-07-02	south_america	argentina	argentina	argentina	unpassaged	12y	female	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention
A/Santiago/62360/2019	flu	EPI1574754	2019-07-02	south_america	chile	santiago	santiago	unpassaged	82y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Guangdong-Duanzhou/1594/2019	flu	EPI1589877	2019-07-02	china	china	guangdong	guangdong	cell	8m	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
